chat_id,first_name,last_name,trello_username
308824742,B ∪ ₦ㄚØ Ď,,/register
308824742,B ∪ ₦ㄚØ Ď,,Bunyod Naimov
308824742,B ∪ ₦ㄚØ Ď,,/register
308824742,B ∪ ₦ㄚØ Ď,,Bunyod Naimov
308824742,B ∪ ₦ㄚØ Ď,,/register
308824742,B ∪ ₦ㄚØ Ď,,/boards
308824742,B ∪ ₦ㄚØ Ď,,/register
308824742,B ∪ ₦ㄚØ Ď,,bunyodnaimov
